0:0:0:0:0:0:0:1 - - [21/May/2024:00:23:51 -0300] "GET /curso-jsp/assets/pages/dashboard/custom-dashboard.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:00:23:51 -0300] "GET /curso-jsp/assets/js/script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:00:23:51 -0300] "GET /curso-jsp/assets/images/user-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:00:23:51 -0300] "GET /curso-jsp/assets/images/breadcrumb-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:00:23:51 -0300] "GET /curso-jsp/assets/icon/themify-icons/fonts/themify.woff?-fvbane HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:00:23:51 -0300] "GET /curso-jsp/assets/icon/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:00:24:51 -0300] "GET /curso-jsp/principal/usuario.jsp HTTP/1.1" 200 36258
127.0.0.1 - - [21/May/2024:15:18:44 -0300] "GET / HTTP/1.1" 404 764
0:0:0:0:0:0:0:1 - - [21/May/2024:15:18:55 -0300] "GET /curso-jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:18:56 -0300] "GET /curso-jsp/ HTTP/1.1" 200 2470
0:0:0:0:0:0:0:1 - - [21/May/2024:15:18:56 -0300] "GET /curso-jsp/Style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:18:56 -0300] "GET /favicon.ico HTTP/1.1" 404 775
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "POST /curso-jsp/ServletLogin HTTP/1.1" 200 34921
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/pages/waves/css/waves.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/icon/themify-icons/themify-icons.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/css/jquery.mCustomScrollbar.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/css/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/icon/font-awesome/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/images/avatar-3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/images/avatar-2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/images/avatar-4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/pages/waves/js/waves.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/js/jquery/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/js/jquery-ui/jquery-ui.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/js/popper.js/popper.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/pages/widget/excanvas.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/js/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/js/SmoothScroll.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/js/modernizr/modernizr.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:01 -0300] "GET /curso-jsp/assets/js/jquery-slimscroll/jquery.slimscroll.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp/assets/js/jquery.mCustomScrollbar.concat.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp/assets/js/chart.js/Chart.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp/assets/pages/widget/amchart/gauge.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp/assets/pages/widget/amchart/serial.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp/assets/pages/widget/amchart/pie.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp/assets/pages/widget/amchart/light.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp/assets/js/pcoded.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp/assets/js/vertical-layout.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp/assets/js/script.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp/assets/pages/dashboard/custom-dashboard.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp/assets/images/breadcrumb-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp/assets/images/user-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp/assets/icon/themify-icons/fonts/themify.woff?-fvbane HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp/assets/icon/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/May/2024:15:19:02 -0300] "GET /curso-jsp//curso-jsp/assets/images/favicon.ico HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [21/May/2024:15:21:05 -0300] "POST /curso-jsp/ServletLogin HTTP/1.1" 200 34921
0:0:0:0:0:0:0:1 - - [21/May/2024:15:21:09 -0300] "GET /curso-jsp/principal/usuario.jsp HTTP/1.1" 200 36378
0:0:0:0:0:0:0:1 - - [21/May/2024:15:22:06 -0300] "GET /curso-jsp/principal/usuario.jsp HTTP/1.1" 200 36379
127.0.0.1 - - [21/May/2024:16:04:12 -0300] "GET / HTTP/1.1" 404 764
0:0:0:0:0:0:0:1 - - [21/May/2024:16:04:49 -0300] "GET /curso-jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/May/2024:16:04:49 -0300] "GET /curso-jsp/ HTTP/1.1" 200 2470
0:0:0:0:0:0:0:1 - - [21/May/2024:16:04:52 -0300] "POST /curso-jsp/ServletLogin HTTP/1.1" 200 34921
0:0:0:0:0:0:0:1 - - [21/May/2024:16:05:01 -0300] "GET /curso-jsp/principal/usuario.jsp HTTP/1.1" 200 36787
0:0:0:0:0:0:0:1 - - [21/May/2024:16:06:03 -0300] "POST /curso-jsp/ServletUsuarioController HTTP/1.1" 200 -
